id-country,1-Afghanistan,2-Albania,3-Algeria,4-Andorra,5-Angola,6-Antigua and Barbuda,7-Argentina,8-Armenia,9-Australia,10-Austria,11-Azerbaijan,12-The Bahamas,13-Bahrain,
14-Bangladesh,15-Barbados,16-Belarus,17-Belgium,18-Belize,19-Benin,20-Bhutan,21-Bolivia,22-Bosnia and Herzegovina,23-Botswana,
24-Brazil,
25-Brunei,
26-Bulgaria,
27-Burkina Faso,
28-Burundi,
29-Cambodia,
30-Cameroon,
31-Canada,
31-Cape Verde,
33-Central African Republic,
34-Chad,
35-Chile,
36-China,
37-Colombia,
38-Comoros,
39-Gabon,
40-The Gambia,
41-Georgia,
42-Germany,
43-Ghana,
44-Greece,
45-Grenada,
46-Iceland,
47-India,
48-Indonesia,
49-Iran,
50-Iraq,
